DateTime,AddedIPs,RemovedIPs
1458982202,1,0
1458983701,0,1
1459256102,1,0
1459259702,1,1
1459267502,0,1
1459410901,1,0
1459412102,0,1
1459428302,1,0
1459432501,0,1
1459468801,1,0
1459555202,1,0
1459678502,1,0
1459685401,0,1
1459814401,2,0
1459854602,1,0
1459858201,0,1
1459900801,1,0
1459987202,1,0
1460037001,1,0
1460041202,1,1
1460073602,2,0
1460107501,0,1
1460160002,3,0
1460190002,1,0
1460193901,1,1
1460197501,0,1
1460246401,2,0
1460527501,1,0
1460531102,1,1
1460535001,0,1
1460551501,1,0
1460555401,0,1
1460764801,2,0
1461630301,1,0
1461888002,2,0
1462060802,1,0
1462320301,1,0
1462492802,1,0
1462665901,2,0
1462838702,2,0
1463184002,2,0
1466749801,1,0
1466751902,1,0
1466754002,0,1
1466756702,0,1
1469180101,1,0
1469180402,0,1
1473876002,1,0
1473876302,0,1
1475323802,1,0
1475324101,0,1
1475604602,2,0
1475605501,0,1
1475609703,0,1
1475618101,1,0
1475618402,0,1
1475642102,1,0
1475642702,0,1
1477052700,1,0
1477055702,0,1
1477070101,1,0
1477081802,0,1
